,Price
5072,35.0
4747,63.0
5577,30.0
3217,99.0
1491,39.0
2933,100.0
8586,109.0
13267,70.0
12889,57.0
13822,159.0
7002,40.0
8008,90.0
12827,75.0
10302,40.0
9468,30.0
1888,70.0
9776,255.0
8951,30.0
14914,45.0
10770,35.0
5362,120.0
13160,60.0
9664,49.0
14986,53.0
12027,55.0
3250,25.0
968,26.0
7807,50.0
11058,30.0
741,55.0
1955,50.0
11500,80.0
5781,120.0
12292,60.0
7223,190.0
444,28.0
10767,510.0
8530,120.0
4373,44.0
14755,70.0
11309,500.0
5342,75.0
15327,60.0
14516,65.0
5964,63.0
11899,30.0
3824,70.0
14539,70.0
15265,55.0
14101,25.0
6670,35.0
12130,32.0
13997,50.0
7145,58.0
13588,47.0
3414,20.0
2998,27.0
15634,99.0
11141,21.0
415,31.0
1690,40.0
11000,100.0
4407,230.0
12998,35.0
406,21.0
8124,115.0
12905,68.0
5631,60.0
10808,55.0
2601,30.0
15353,85.0
3089,55.0
9513,100.0
8611,45.0
11336,69.0
13587,42.0
10278,24.0
11600,45.0
2783,35.0
14749,47.0
8064,49.0
567,28.0
8772,30.0
78,25.0
8203,45.0
4113,25.0
11204,60.0
12097,20.0
7526,60.0
7539,250.0
12266,48.0
10619,125.0
11443,42.0
4516,32.0
8902,49.0
14367,55.0
5280,30.0
9841,159.0
4725,50.0
9292,28.0
5075,29.0
1942,39.0
2493,80.0
14702,60.0
7100,104.0
9666,85.0
12931,59.0
7082,125.0
9045,205.0
1574,32.0
7007,130.0
10187,22.0
13051,96.0
2969,33.0
13878,65.0
756,42.0
14205,22.0
6955,40.0
12979,22.0
13985,69.0
14040,89.0
3154,55.0
13728,70.0
1053,30.0
3783,38.0
6645,70.0
13330,19.0
15301,40.0
3432,25.0
10900,45.0
6221,35.0
8479,89.0
11626,95.0
12963,93.0
11001,400.0
5787,55.0
3710,40.0
1539,33.0
13367,80.0
3480,65.0
3312,66.0
1710,69.0
13184,70.0
4595,40.0
9915,75.0
270,51.0
7735,79.0
14178,26.0
12369,30.0
15127,180.0
4477,80.0
44,38.0
5749,34.0
7912,40.0
2827,119.0
2890,50.0
4955,42.0
6938,35.0
14821,30.0
14460,48.0
5843,50.0
5484,50.0
3581,60.0
4423,42.0
2725,119.0
351,45.0
7335,40.0
4024,56.0
7365,40.0
7263,25.0
14634,69.0
9985,54.0
15470,24.0
8905,60.0
157,79.0
15474,40.0
9028,80.0
939,35.0
7546,35.0
12553,50.0
9363,45.0
7464,30.0
8664,80.0
8644,42.0
13719,33.0
8884,30.0
9926,27.0
4098,28.0
15579,35.0
6907,65.0
5966,50.0
13187,65.0
4173,50.0
6481,70.0
84,25.0
15138,60.0
2850,45.0
12631,35.0
12882,35.0
10021,42.0
1467,50.0
14017,49.0
14951,21.0
6244,47.0
12990,58.0
5301,40.0
3359,120.0
13867,22.0
15387,140.0
4032,33.0
1661,49.0
6414,220.0
300,75.0
15653,58.0
3709,54.0
13227,109.0
12980,295.0
9004,40.0
6712,130.0
15150,30.0
1512,65.0
8751,33.0
5003,30.0
10703,16.0
10985,73.0
2726,80.0
14002,99.0
1753,28.0
1921,70.0
13099,38.0
11264,140.0
14937,25.0
12557,23.0
2982,175.0
618,35.0
9437,29.0
9132,60.0
6872,70.0
6681,79.0
4500,25.0
12173,130.0
9095,15.0
1463,47.0
659,23.0
15413,45.0
12026,58.0
2310,52.0
8505,80.0
2588,20.0
14419,99.0
4330,62.0
15676,30.0
4154,30.0
331,70.0
12070,40.0
10997,61.0
5444,29.0
2262,45.0
971,105.0
8781,35.0
14513,25.0
2161,59.0
7899,129.0
2259,59.0
14496,35.0
4863,35.0
11275,49.0
7243,20.0
2602,49.0
2670,20.0
14863,80.0
15357,25.0
12141,76.0
13230,75.0
8031,29.0
9015,70.0
7594,20.0
1113,120.0
3621,26.0
13426,40.0
6644,48.0
10319,44.0
4668,25.0
12328,50.0
12841,35.0
7629,45.0
11622,13.0
333,49.0
337,20.0
13856,57.0
4012,95.0
2394,54.0
9734,27.0
13485,128.0
3421,85.0
12490,50.0
10737,180.0
207,35.0
5815,54.0
11618,22.0
5863,35.0
12533,90.0
13192,29.0
1980,90.0
8429,20.0
15431,30.0
4381,35.0
4531,40.0
75,40.0
12623,70.0
709,35.0
11973,150.0
2846,36.0
10314,80.0
8297,85.0
1167,24.0
5880,75.0
6506,70.0
7000,129.0
3695,70.0
898,50.0
538,130.0
2255,75.0
10627,88.0
2758,35.0
872,32.0
12035,18.0
7860,22.0
11055,46.0
14393,35.0
7893,130.0
2590,32.0
10929,25.0
3757,39.0
6253,60.0
13283,40.0
3582,13.0
7193,55.0
5535,120.0
5442,130.0
7393,50.0
881,45.0
11462,139.0
1686,80.0
1772,95.0
9742,80.0
6715,57.0
4757,200.0
2936,70.0
6087,100.0
1482,44.0
9008,70.0
7442,44.0
11400,65.0
1430,49.0
12870,70.0
11473,35.0
5572,85.0
2308,145.0
1363,60.0
1671,39.0
7437,84.0
11914,35.0
7553,80.0
6405,125.0
9393,145.0
15381,120.0
8702,40.0
12363,55.0
6195,55.0
11823,30.0
7915,30.0
8809,35.0
13070,50.0
15672,39.0
11280,27.0
9207,18.0
11359,49.0
15350,55.0
5059,27.0
12082,35.0
8183,42.0
10634,72.0
9549,79.0
14596,50.0
14532,150.0
5575,50.0
13536,22.0
6238,40.0
11728,25.0
1210,79.0
3210,55.0
731,42.0
3551,35.0
15233,89.0
2788,55.0
12666,30.0
13359,35.0
11541,53.0
11012,22.0
10490,35.0
15637,100.0
3444,59.0
13017,39.0
1406,50.0
5346,32.0
8246,50.0
13213,45.0
63,30.0
13988,39.0
13900,79.0
10697,25.0
15140,42.0
6298,45.0
1511,29.0
435,25.0
9143,50.0
8858,25.0
13515,30.0
12223,120.0
15290,17.0
5942,45.0
7819,45.0
1002,55.0
857,45.0
10206,28.0
8010,59.0
10377,30.0
7844,53.0
9679,67.0
3293,10.0
7564,86.0
14232,60.0
6254,65.0
13168,22.0
2327,43.0
6646,410.0
9267,56.0
3260,150.0
4093,125.0
9988,140.0
11801,50.0
8745,59.0
5945,40.0
2275,39.0
10204,72.0
6731,30.0
546,35.0
4666,60.0
10964,32.0
5672,50.0
15188,60.0
12256,76.0
2257,45.0
10274,65.0
8954,42.0
8579,36.0
4475,16.0
4403,60.0
11897,147.0
14233,180.0
1123,50.0
7651,40.0
6855,100.0
15165,85.0
9531,58.0
9366,20.0
1317,25.0
4267,50.0
6327,45.0
2607,16.0
11244,30.0
6088,25.0
1612,35.0
7177,90.0
6439,99.0
1141,15.0
7599,40.0
5789,21.0
10134,20.0
12971,20.0
11115,70.0
10024,25.0
4524,30.0
10639,28.0
14324,95.0
7282,125.0
325,55.0
5144,33.0
6075,35.0
2338,60.0
13362,32.0
12829,70.0
12840,45.0
13937,8.0
6173,39.0
10464,165.0
15594,78.0
3677,50.0
13379,40.0
9581,60.0
3394,32.0
8399,84.0
14147,95.0
9142,48.0
9496,40.0
8128,50.0
171,70.0
6401,100.0
8238,65.0
13673,25.0
4441,65.0
5857,180.0
6385,34.0
3092,14.0
2340,25.0
14984,37.0
9837,39.0
15167,8.0
11572,30.0
6758,39.0
3223,34.0
4825,58.0
9762,150.0
15604,30.0
13619,53.0
12051,64.0
12337,60.0
5576,23.0
5909,17.0
529,39.0
4499,23.0
692,50.0
13340,200.0
565,75.0
5030,25.0
13953,60.0
9396,120.0
13488,14.0
15664,29.0
8164,85.0
11236,139.0
4912,53.0
7826,35.0
9499,50.0
3994,225.0
10296,70.0
13416,39.0
5226,99.0
11157,60.0
3867,35.0
4449,65.0
4788,45.0
13118,69.0
7944,169.0
14980,39.0
11203,86.0
2101,45.0
12245,40.0
3744,200.0
5873,40.0
12743,22.0
311,109.0
6353,22.0
15078,36.0
5345,23.0
319,101.0
9961,69.0
5513,19.0
15513,90.0
11034,99.0
11733,57.0
13467,19.0
2610,50.0
6538,50.0
10211,51.0
14656,46.0
3760,50.0
995,60.0
8057,30.0
3253,259.0
7840,42.0
14281,25.0
11353,24.0
15362,33.0
5135,16.0
10313,45.0
5064,36.0
3934,17.0
285,80.0
9524,60.0
5163,35.0
14365,40.0
14156,140.0
5959,49.0
15390,35.0
13747,55.0
7930,45.0
859,35.0
2912,19.0
12544,25.0
8901,120.0
6586,65.0
5893,120.0
4536,85.0
2218,106.0
12559,58.0
2399,60.0
14959,60.0
15571,35.0
8495,95.0
4332,25.0
11374,55.0
3896,29.0
6466,70.0
9806,70.0
15396,76.0
4398,79.0
7134,60.0
14142,29.0
5120,45.0
11173,300.0
10073,30.0
10505,60.0
15469,100.0
7866,40.0
6130,30.0
9230,97.0
5450,42.0
13292,80.0
1638,50.0
13882,50.0
2641,80.0
12834,55.0
2261,40.0
3888,21.0
14227,50.0
14976,55.0
15529,35.0
10923,17.0
1631,67.0
508,43.0
9136,50.0
4671,72.0
367,59.0
8999,70.0
11095,32.0
8741,40.0
12073,44.0
7069,45.0
11369,55.0
10904,43.0
8447,39.0
9853,15.0
12636,78.0
14315,45.0
6911,30.0
2752,36.0
3899,25.0
13272,50.0
9625,50.0
2928,38.0
9430,59.0
4535,55.0
8811,20.0
5457,40.0
6352,224.0
6461,165.0
959,55.0
6049,110.0
14045,48.0
10870,50.0
12455,65.0
8045,69.0
14034,65.0
11993,49.0
11685,40.0
6897,45.0
1105,75.0
137,150.0
9450,43.0
13748,70.0
13064,30.0
12672,25.0
8119,45.0
14047,39.0
11713,35.0
5166,25.0
5390,80.0
6832,40.0
11059,30.0
12590,35.0
7033,13.0
11225,40.0
11674,16.0
2094,30.0
13307,55.0
11530,37.0
7232,30.0
2808,120.0
7006,13.0
1090,105.0
13049,34.0
11224,80.0
5895,119.0
1402,40.0
6571,70.0
9090,26.0
3339,52.0
12952,120.0
4521,80.0
5802,28.0
15274,180.0
5844,40.0
2293,35.0
8931,30.0
1452,55.0
6620,40.0
11282,45.0
6584,30.0
12411,49.0
10427,28.0
5501,47.0
2942,30.0
10281,50.0
4298,66.0
3575,69.0
7567,42.0
2389,80.0
4689,50.0
3646,42.0
3491,33.0
4564,60.0
9765,30.0
5963,25.0
11741,20.0
9535,63.0
8362,140.0
9439,36.0
10853,25.0
6609,30.0
10040,25.0
6537,129.0
11148,30.0
10535,28.0
115,45.0
7221,110.0
8573,8.0
13874,48.0
4230,42.0
5754,56.0
7391,45.0
3247,55.0
13468,34.0
6978,36.0
5952,32.0
10892,25.0
14592,59.0
7439,40.0
2842,99.0
13812,80.0
1731,50.0
1599,50.0
2860,45.0
15648,20.0
9148,25.0
5538,25.0
9775,35.0
9654,50.0
7383,48.0
1987,180.0
14543,55.0
5496,40.0
7303,100.0
3942,60.0
4676,90.0
8599,139.0
9205,40.0
12195,23.0
3131,43.0
15562,99.0
5839,49.0
6973,25.0
8043,25.0
4959,40.0
15682,80.0
6566,80.0
13543,25.0
15064,48.0
14861,70.0
6004,77.0
7662,40.0
15606,50.0
9064,105.0
3378,39.0
11485,21.0
9572,45.0
2433,32.0
8736,25.0
7783,50.0
6320,74.0
11263,60.0
8817,30.0
10277,180.0
13226,50.0
10423,95.0
12880,34.0
9093,60.0
7105,69.0
14278,37.0
9201,38.0
9131,52.0
14722,35.0
3503,50.0
15639,50.0
13069,160.0
1862,63.0
14010,70.0
13948,55.0
9661,46.0
4696,75.0
10061,140.0
11397,60.0
677,60.0
4478,56.0
5697,95.0
7409,39.0
440,25.0
10623,120.0
2514,122.0
1966,39.0
7534,25.0
14056,22.0
12330,23.0
13461,40.0
14925,19.0
13499,50.0
13331,55.0
8196,30.0
575,100.0
11828,45.0
15573,48.0
5289,30.0
12716,39.0
6064,55.0
6015,24.0
13265,155.0
1615,40.0
3345,20.0
1175,20.0
5472,50.0
12408,85.0
9048,29.0
1291,32.0
15364,200.0
6318,54.0
9105,17.0
8445,25.0
12172,30.0
4907,30.0
12071,70.0
2828,30.0
1094,75.0
10459,25.0
4909,55.0
5474,50.0
11944,150.0
15048,40.0
11560,25.0
12420,50.0
10102,170.0
13358,65.0
173,44.0
7311,30.0
8520,39.0
9815,20.0
14299,289.0
4468,25.0
4512,180.0
13383,25.0
136,105.0
9793,98.0
11144,23.0
13793,130.0
585,200.0
5905,276.0
9098,17.0
2143,160.0
6225,40.0
4744,125.0
12689,37.0
6484,30.0
387,30.0
15139,30.0
14421,77.0
8792,20.0
5753,50.0
6031,29.0
2471,22.0
12372,25.0
3050,55.0
10488,24.0
9720,30.0
722,40.0
10738,11.0
5725,65.0
4008,38.0
13148,24.0
12351,35.0
14064,50.0
11342,80.0
4194,32.0
13756,49.0
6641,36.0
13519,400.0
1189,180.0
9851,108.0
7436,25.0
8188,45.0
11413,39.0
1378,95.0
172,93.0
3620,50.0
7182,50.0
3712,80.0
3819,55.0
14839,32.0
10788,60.0
11559,20.0
582,50.0
15667,38.0
117,65.0
6280,98.0
15558,26.0
9649,40.0
967,70.0
11903,44.0
13220,55.0
11067,54.0
12239,45.0
4953,70.0
6355,65.0
10792,50.0
8117,75.0
5812,96.0
5441,70.0
6046,22.0
2663,70.0
14387,100.0
10351,25.0
1540,45.0
8578,37.0
15418,55.0
12159,18.0
4919,99.0
8270,48.0
14703,96.0
13978,250.0
13336,38.0
13405,59.0
10581,55.0
15688,130.0
14411,25.0
7250,95.0
11999,12.0
5250,80.0
6635,100.0
8996,25.0
2420,49.0
9750,35.0
3341,30.0
9551,50.0
11446,30.0
2830,29.0
10608,20.0
6850,13.0
1792,88.0
2066,40.0
15169,11.0
15315,19.0
2496,10.0
9984,70.0
6202,50.0
8810,65.0
8272,40.0
14643,45.0
13836,40.0
6149,17.0
561,45.0
3803,29.0
11094,24.0
8307,25.0
10495,21.0
9780,50.0
7586,25.0
3498,26.0
5431,50.0
11575,63.0
2513,30.0
343,99.0
10878,85.0
1345,55.0
9251,49.0
8958,27.0
13294,79.0
14062,99.0
15612,75.0
6578,45.0
5522,36.0
1944,35.0
3167,279.0
11691,40.0
597,25.0
147,50.0
13449,92.0
13484,55.0
3889,30.0
14359,23.0
11698,30.0
13249,20.0
56,65.0
11670,38.0
13504,109.0
15411,40.0
109,190.0
5762,32.0
8065,22.0
8489,49.0
9109,20.0
2085,38.0
7652,90.0
5183,50.0
5695,80.0
11009,55.0
8379,25.0
2664,25.0
11904,50.0
15072,30.0
3452,95.0
12381,40.0
7803,57.0
15288,25.0
5034,40.0
12294,91.0
8296,25.0
3279,30.0
6534,35.0
5094,32.0
3948,49.0
15076,165.0
14801,25.0
11769,49.0
1103,128.0
3119,26.0
11586,30.0
11706,23.0
14106,30.0
12791,25.0
14886,45.0
656,34.0
14078,100.0
14958,25.0
10932,41.0
11744,35.0
9739,60.0
15475,50.0
5393,95.0
3828,61.0
2868,14.0
15627,189.0
7569,55.0
15085,60.0
9155,60.0
125,53.0
11331,35.0
4291,38.0
14249,50.0
12284,27.0
2297,160.0
6026,35.0
8298,30.0
4893,100.0
11535,30.0
10180,60.0
4584,25.0
9097,45.0
11410,95.0
4418,25.0
15118,29.0
11109,59.0
4558,29.0
8088,49.0
12699,30.0
13886,29.0
8004,33.0
219,40.0
5592,29.0
13456,50.0
6626,49.0
8924,54.0
13965,50.0
15166,35.0
9252,23.0
1524,40.0
6354,95.0
8646,24.0
5365,120.0
8013,45.0
7920,30.0
10595,30.0
8989,40.0
9983,30.0
10823,100.0
8828,60.0
10976,25.0
10732,30.0
960,85.0
1457,44.0
6687,26.0
7456,180.0
2294,35.0
4272,30.0
1306,250.0
386,55.0
7639,20.0
10174,17.0
1728,70.0
14556,85.0
3844,41.0
8650,99.0
6442,150.0
2117,46.0
5911,50.0
12460,25.0
3301,50.0
11192,40.0
7373,35.0
1356,59.0
15401,40.0
11215,53.0
9438,15.0
2481,18.0
6854,70.0
7154,29.0
684,25.0
3292,25.0
4207,18.0
2647,50.0
8151,55.0
13268,30.0
3907,40.0
15626,30.0
4695,70.0
1778,35.0
12977,230.0
3195,30.0
11553,25.0
5705,20.0
2658,45.0
711,37.0
1239,120.0
10975,400.0
6351,55.0
11991,50.0
2009,40.0
5285,200.0
8540,30.0
4144,35.0
3635,55.0
5518,52.0
14282,280.0
8397,70.0
9827,45.0
5760,25.0
796,28.0
6916,65.0
3520,70.0
1990,60.0
15605,20.0
14891,75.0
14677,30.0
1395,52.0
2909,40.0
7421,75.0
11079,40.0
10706,55.0
12639,23.0
14804,69.0
8229,25.0
14871,30.0
5307,59.0
10725,88.0
8378,60.0
14818,85.0
5219,30.0
11347,85.0
11429,29.0
5398,40.0
1382,20.0
9826,135.0
9839,45.0
13212,100.0
3726,85.0
1043,85.0
2264,22.0
10074,50.0
8867,35.0
1824,69.0
3199,78.0
4860,33.0
9497,75.0
13503,118.0
5343,110.0
5658,55.0
6552,60.0
9174,45.0
14907,40.0
9014,49.0
7130,29.0
5170,400.0
4124,90.0
10404,99.0
5309,25.0
1298,250.0
10578,79.0
2736,29.0
10086,40.0
3528,50.0
6627,100.0
13704,240.0
4006,87.0
10541,30.0
12183,25.0
7364,50.0
11636,51.0
11452,38.0
9440,75.0
8317,40.0
3842,40.0
11074,25.0
9129,70.0
3916,50.0
2485,96.0
1201,16.0
9240,57.0
6449,39.0
3765,30.0
9282,95.0
2272,59.0
2672,65.0
12265,40.0
11294,80.0
13551,19.0
5957,50.0
5876,120.0
7198,23.0
4259,95.0
885,90.0
7916,142.0
4002,189.0
3845,70.0
14782,29.0
10223,36.0
15269,39.0
14525,35.0
3560,50.0
10640,60.0
12520,40.0
15539,22.0
12954,58.0
447,25.0
6504,60.0
15168,49.0
6184,94.0
2057,58.0
5127,60.0
9079,50.0
1083,30.0
7588,40.0
5209,38.0
14470,75.0
12837,29.0
8968,68.0
6845,26.0
2050,46.0
4785,68.0
7493,100.0
9265,55.0
1038,50.0
5107,40.0
7869,29.0
9693,92.0
3683,55.0
7951,50.0
6333,30.0
4031,220.0
8332,79.0
9422,25.0
3302,23.0
14644,40.0
14791,21.0
3385,50.0
3216,65.0
3923,28.0
1639,45.0
7090,100.0
478,45.0
12409,30.0
4973,24.0
2642,55.0
9766,45.0
1311,19.0
103,120.0
2010,45.0
7408,70.0
5263,50.0
5869,40.0
7820,45.0
2227,30.0
1570,70.0
3340,24.0
11656,108.0
6822,64.0
5369,25.0
7230,30.0
1186,40.0
10811,30.0
13327,136.0
10331,30.0
14340,55.0
6807,80.0
10683,26.0
8640,26.0
5155,230.0
7004,40.0
12836,30.0
11103,31.0
9352,55.0
2162,74.0
4296,119.0
13075,110.0
13930,77.0
1120,49.0
7336,119.0
7415,78.0
3750,43.0
1563,90.0
13778,20.0
13589,28.0
8126,30.0
13300,125.0
1528,80.0
14255,45.0
8848,109.0
2528,57.0
992,60.0
13801,220.0
11832,40.0
4132,40.0
13469,59.0
12824,138.0
13583,60.0
6153,45.0
7204,31.0
2991,35.0
1713,130.0
14572,75.0
13863,30.0
14621,88.0
14775,79.0
6590,80.0
10586,80.0
5212,160.0
11156,25.0
10704,40.0
11287,50.0
13572,55.0
1821,46.0
3579,97.0
8985,30.0
9413,45.0
4574,30.0
15520,120.0
778,89.0
10865,60.0
10164,65.0
8110,50.0
15531,35.0
3639,50.0
5741,45.0
4911,30.0
13092,80.0
5769,40.0
12605,90.0
7328,25.0
10620,80.0
15507,60.0
9424,35.0
6471,51.0
15491,115.0
11142,24.0
7763,30.0
6040,50.0
11316,40.0
15468,81.0
2086,40.0
5517,50.0
1499,45.0
12941,35.0
14967,22.0
9869,179.0
2036,55.0
4792,30.0
10840,45.0
7550,36.0
2775,35.0
12595,79.0
7074,55.0
8396,40.0
15057,28.0
1037,280.0
2416,24.0
12989,55.0
3840,48.0
9934,62.0
3497,15.0
7832,80.0
3665,49.0
12201,45.0
11170,150.0
15206,19.0
3042,35.0
7438,35.0
6532,60.0
8283,95.0
5391,25.0
3125,45.0
6673,160.0
14825,150.0
13557,90.0
4029,34.0
13655,17.0
7814,90.0
11007,150.0
9608,50.0
13108,23.0
5608,14.0
14813,40.0
4186,71.0
10101,20.0
8466,50.0
9261,25.0
5485,99.0
8610,47.0
4467,50.0
6319,20.0
13956,60.0
10981,69.0
4857,110.0
15535,55.0
3287,30.0
14435,20.0
1150,47.0
8207,120.0
6474,50.0
13245,53.0
4455,30.0
2090,25.0
7444,135.0
14127,36.0
7422,72.0
11714,35.0
1698,50.0
6886,44.0
2800,40.0
10324,40.0
11220,26.0
976,15.0
9343,62.0
12232,42.0
3081,167.0
8624,25.0
15110,60.0
5313,50.0
13486,216.0
10650,38.0
14390,35.0
13372,19.0
12518,16.0
7478,140.0
7117,90.0
6060,15.0
11979,76.0
13565,57.0
8978,133.0
11822,124.0
12473,25.0
7388,20.0
2208,40.0
11701,27.0
7349,22.0
2413,40.0
13040,21.0
7400,35.0
6726,100.0
11477,45.0
15131,38.0
11582,87.0
12577,100.0
13568,68.0
9554,95.0
7977,50.0
11151,46.0
12587,80.0
14799,25.0
15210,49.0
3283,26.0
7818,62.0
13406,48.0
2805,25.0
4648,110.0
8821,52.0
10626,55.0
15313,69.0
8230,40.0
7691,110.0
869,40.0
10839,50.0
4950,55.0
3271,85.0
2946,24.0
11323,59.0
14490,44.0
693,50.0
1211,49.0
503,50.0
11218,15.0
15424,85.0
8633,50.0
3986,30.0
14688,34.0
1307,95.0
2825,99.0
4841,65.0
8104,40.0
2348,73.0
1486,40.0
4763,85.0
8560,35.0
1774,70.0
7776,25.0
11872,22.0
3132,45.0
13581,60.0
12446,46.0
4976,99.0
11551,60.0
7725,60.0
6038,40.0
8381,15.0
15116,80.0
1022,79.0
6410,120.0
14440,40.0
284,64.0
5623,59.0
8463,38.0
4333,75.0
4121,50.0
669,95.0
6879,69.0
14742,35.0
2836,55.0
12782,69.0
9020,89.0
12185,60.0
6198,150.0
8416,19.0
13630,55.0
8788,28.0
10485,79.0
9673,23.0
6008,35.0
7357,32.0
7356,70.0
10442,45.0
4513,36.0
14176,50.0
3346,15.0
12028,60.0
13743,40.0
2913,35.0
3117,79.0
1838,40.0
14853,80.0
10513,80.0
11620,27.0
7542,30.0
6945,45.0
7485,55.0
11668,50.0
12848,55.0
3143,50.0
2175,45.0
4625,95.0
5630,120.0
3576,229.0
5481,59.0
288,35.0
14524,23.0
8602,40.0
6185,35.0
10120,30.0
3212,125.0
13346,46.0
360,65.0
7547,49.0
7859,43.0
15613,70.0
3821,36.0
4151,125.0
12607,35.0
1321,75.0
1797,94.0
5659,20.0
13151,33.0
2558,56.0
4136,25.0
2625,75.0
2285,50.0
654,105.0
1251,60.0
7775,45.0
12573,33.0
13875,60.0
8778,139.0
1629,60.0
1940,38.0
11375,80.0
1844,32.0
3953,40.0
15405,60.0
7192,80.0
2461,50.0
9110,35.0
2350,25.0
15430,65.0
189,30.0
15521,40.0
9638,100.0
6828,239.0
9781,75.0
12645,50.0
8777,59.0
4569,30.0
12714,65.0
7560,40.0
1687,64.0
1653,25.0
5460,15.0
14235,120.0
12859,25.0
7253,99.0
9726,40.0
11775,67.0
6505,65.0
12822,38.0
1898,30.0
5010,24.0
10284,48.0
6632,115.0
6190,295.0
9606,99.0
2450,80.0
4533,84.0
3955,40.0
7168,20.0
760,82.0
9729,59.0
7942,20.0
13663,46.0
13859,18.0
2564,50.0
4734,80.0
3894,20.0
1478,235.0
10411,50.0
14323,23.0
5294,23.0
6732,72.0
10642,30.0
4724,65.0
1097,32.0
10336,110.0
2589,33.0
1667,45.0
2884,80.0
1042,60.0
15389,119.0
1194,80.0
11354,35.0
551,250.0
7966,110.0
13457,40.0
13849,30.0
14050,34.0
3071,35.0
12690,58.0
6705,100.0
14888,80.0
1620,25.0
9565,60.0
9206,125.0
7289,79.0
8829,15.0
10176,70.0
5031,45.0
6412,55.0
15391,60.0
14847,35.0
8029,65.0
1938,40.0
2063,70.0
7705,43.0
7582,35.0
12835,75.0
3156,25.0
4800,20.0
8350,42.0
10681,35.0
13858,25.0
3967,17.0
7353,40.0
4445,30.0
605,25.0
13765,38.0
14055,35.0
13803,17.0
10424,55.0
2095,26.0
3483,30.0
3891,146.0
2251,50.0
15242,60.0
13893,88.0
8763,202.0
7986,69.0
2703,80.0
162,30.0
1074,50.0
10245,50.0
14649,95.0
1223,69.0
11523,25.0
3545,50.0
7093,41.0
9298,23.0
9277,45.0
13063,70.0
36,42.0
1252,170.0
6368,24.0
11166,87.0
2660,40.0
9200,150.0
11377,26.0
1876,32.0
12821,25.0
10374,29.0
13047,65.0
6564,22.0
13361,45.0
4165,120.0
14394,200.0
9293,39.0
2291,30.0
5768,55.0
6797,32.0
1136,90.0
4528,45.0
9012,39.0
5327,40.0
14466,80.0
5644,30.0
11460,60.0
6464,70.0
8992,30.0
15449,50.0
12382,65.0
2873,39.0
7794,45.0
14458,50.0
1858,38.0
6061,110.0
1882,50.0
12066,70.0
12043,20.0
6328,30.0
8373,118.0
9578,20.0
5371,56.0
2852,29.0
6175,40.0
3227,35.0
9171,65.0
1033,70.0
12772,57.0
6702,79.0
11237,52.0
8349,35.0
9247,55.0
3586,93.0
10624,30.0
11928,42.0
4811,98.0
4612,37.0
6583,89.0
873,77.0
4446,99.0
7252,65.0
11435,75.0
6137,90.0
4630,56.0
1863,65.0
11632,79.0
4393,65.0
12352,39.0
10476,25.0
1129,70.0
8551,90.0
4487,50.0
12606,40.0
7060,80.0
14876,50.0
1939,40.0
11409,50.0
8433,59.0
1254,50.0
10247,20.0
4412,100.0
3722,40.0
8974,65.0
2270,279.0
7144,60.0
10461,30.0
8098,75.0
1514,45.0
9196,24.0
11882,56.0
192,60.0
641,95.0
9404,85.0
6727,55.0
13746,30.0
10231,23.0
13705,70.0
12925,99.0
12107,43.0
14880,48.0
14154,150.0
5941,44.0
5878,25.0
11277,120.0
14512,65.0
1559,59.0
14303,90.0
5193,109.0
3804,55.0
5515,23.0
13055,48.0
12020,110.0
11048,49.0
4702,75.0
9485,30.0
8840,35.0
5284,55.0
15569,20.0
4701,11.0
15228,35.0
9816,40.0
6628,15.0
1243,45.0
10162,125.0
7536,45.0
11391,45.0
2404,110.0
8288,95.0
346,45.0
1367,115.0
13530,39.0
8165,280.0
13725,35.0
5422,46.0
13700,45.0
7163,79.0
9886,30.0
9931,22.0
1647,52.0
1268,69.0
4981,80.0
8220,39.0
4293,35.0
6299,30.0
6421,25.0
5915,95.0
9103,35.0
3908,50.0
11813,30.0
15095,27.0
13916,60.0
13190,90.0
2789,32.0
13002,40.0
1440,47.0
4667,200.0
12756,29.0
13058,45.0
4228,35.0
13305,99.0
12886,175.0
15503,25.0
2608,45.0
7740,50.0
2287,20.0
5539,30.0
12206,40.0
7502,80.0
1371,60.0
13837,39.0
12766,48.0
3111,34.0
7914,20.0
1683,35.0
8932,27.0
8163,50.0
7213,50.0
12442,58.0
6857,35.0
13022,69.0
10159,23.0
11472,23.0
12907,35.0
9314,24.0
962,60.0
12496,60.0
4991,54.0
1948,33.0
14404,100.0
138,47.0
761,15.0
1608,37.0
1359,40.0
7710,43.0
2170,43.0
1983,55.0
12558,35.0
13823,169.0
13171,48.0
7862,43.0
14018,55.0
12225,65.0
891,45.0
10663,59.0
13650,50.0
12112,25.0
10908,73.0
12334,19.0
15654,85.0
10045,65.0
12774,89.0
8206,55.0
11398,54.0
8210,50.0
2679,50.0
12825,35.0
4257,28.0
7471,60.0
3886,29.0
6810,49.0
12049,100.0
3054,26.0
5594,40.0
5349,70.0
11947,22.0
3767,30.0
12142,60.0
1426,20.0
10238,50.0
7595,70.0
14200,180.0
5448,32.0
6172,55.0
6513,55.0
7381,35.0
13981,55.0
14964,80.0
8977,74.0
8443,42.0
11042,90.0
9580,40.0
5532,32.0
9238,75.0
7633,65.0
390,100.0
12105,75.0
14497,70.0
2934,35.0
7850,65.0
12023,29.0
8470,60.0
10940,70.0
373,35.0
27,100.0
4937,28.0
